Timestamp,difficulty
2022-01-19 00:00:00,24371874614346
2022-01-20 00:00:00,24371874614346
2022-01-21 00:00:00,26338083826987.223
2022-01-22 00:00:00,26643185256535
2022-01-23 00:00:00,26643185256535
2022-01-24 00:00:00,26643185256535
2022-01-25 00:00:00,26643185256535
2022-01-26 00:00:00,26643185256535
2022-01-27 00:00:00,26643185256535
2022-01-28 00:00:00,26643185256535
2022-01-29 00:00:00,26643185256535
2022-01-30 00:00:00,26643185256535
2022-01-31 00:00:00,26643185256535
2022-02-01 00:00:00,26643185256535
2022-02-02 00:00:00,26643185256535
2022-02-03 00:00:00,26643185256535
2022-02-04 00:00:00,26684698822068.03
2022-02-05 00:00:00,26690525287406
2022-02-06 00:00:00,26690525287406
2022-02-07 00:00:00,26690525287406
2022-02-08 00:00:00,26690525287406
2022-02-09 00:00:00,26690525287406
2022-02-10 00:00:00,26690525287406
2022-02-11 00:00:00,26690525287406
2022-02-12 00:00:00,26690525287406
2022-02-13 00:00:00,26690525287406
2022-02-14 00:00:00,26690525287406
2022-02-15 00:00:00,26690525287406
2022-02-16 00:00:00,26690525287406
2022-02-17 00:00:00,27324773218056.85
2022-02-18 00:00:00,27967152532434
2022-02-19 00:00:00,27967152532434
2022-02-20 00:00:00,27967152532434
2022-02-21 00:00:00,27967152532434
